,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
803,Antonio Sanabria,FW,py Paraguay,30-118,1.it Cremonese,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
804,Davinson Sánchez,DF,co Colombia,30-018,1.tr Galatasaray,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
805,Jorge Sánchez,DF,mx Mexico,28-202,1.gr PAOK,1997,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
806,Alex Sandro,"DF,MF",br Brazil,35-155,1.br Flamengo,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
807,Leroy Sané,MF,de Germany,30-170,1.tr Galatasaray,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
808,Ibrahim Sangaré,MF,ci Côte d'Ivoire,28-210,1.eng Nottingham,1997,3,2,178,2,0,1,1,0,0,0,0,0,0,0.51,0.51,0,0.51,Matches
809,Kaish? Sano,MF,jp Japan,25-182,1.de Mainz 05,2000,3,3,270,3,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matches
810,Danilo Santos,MF,br Brazil,25-062,1.br Botafogo–RJ,2001,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
811,Douglas Santos,DF,br Brazil,32-100,1.ru Zenit,1994,4,4,351,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
812,Ismaila Sarr,"MF,FW",sn Senegal,28-125,1.eng Crystal Palace,1998,3,3,244,2.7,3,1,4,3,0,0,0,0,1.11,0.37,1.48,1.11,1.48,Matches
813,Farrukh Sayfiev,"DF,MF",uz Uzbekistan,35-164,1.uz Neftchi FK,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
814,Joe Scally,DF,us United States,23-181,1.de Gladbach,2002,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
815,Patrik Schick,FW,cz Czechia,30-157,1.de Leverkusen,1996,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
816,Andreas Schjelderup,FW,no Norway,22-029,1.pt Benfica,2004,3,1,120,1.3,0,1,1,0,0,0,0,0,0,0.75,0.75,0,0.75,Matches
817,Alexander Schlager,GK,at Austria,30-149,1.at RB Salzburg,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
818,Xaver Schlager,MF,at Austria,28-275,1.de RB Leipzig,1997,3,3,193,2.1,0,1,1,0,0,0,0,0,0,0.47,0.47,0,0.47,Matches
819,Nico Schlotterbeck,DF,de Germany,26-211,1.de Dortmund,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0,0.67,0.67,0.67,Matches
820,Romano Schmid,"MF,FW",at Austria,26-154,1.de Werder Bremen,2000,3,3,204,2.3,1,0,1,1,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
821,Kamogelo Sebelebele,"DF,MF",za South Africa,23-344,1.za Orlando Pirates,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
822,Abdoulaye Seck,DF,sn Senegal,34-026,1.il Maccabi Haifa,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0,1.58,1.58,0,1.58,Matches
823,Nicolas Seiwald,MF,at Austria,25-057,1.de RB Leipzig,2001,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
824,Ayumu Seko,DF,jp Japan,26-023,1.fr Le Havre,2000,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
825,Egil Selvik,GK,no Norway,28-335,2.eng Watford,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
826,Ken Sema,"FW,MF",se Sweden,32-273,1.cy Pafos FC,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
827,Nélson Semedo,"DF,MF",pt Portugal,32-226,1.tr Fenerbahçe,1993,2,0,64,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
828,Willy Semedo,FW,cv Cabo Verde,32-064,1.cy AC Omonia,1994,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
829,Antoine Semenyo,"MF,FW",gh Ghana,26-174,1.eng Manchester City,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
830,Marvin Senaya,DF,gh Ghana,25-153,1.fr Auxerre,2001,3,3,266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
831,Marcos Senesi,DF,ar Argentina,29-051,1.eng Bournemouth,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
832,Igor Sergeev,FW,uz Uzbekistan,33-061,1.ir Persepolis,1993,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
833,Jean Seri,MF,ci Côte d'Ivoire,34-346,1.si NK Maribor,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
834,Kim Seung-gyu,GK,kr Korea Republic,35-273,1.jp FC Tokyo,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
835,Paik Seung-ho,MF,kr Korea Republic,29-105,2.eng Birmingham City,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
836,Jacob Shaffelburg,MF,ca Canada,26-216,1.us LAFC,1999,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
837,Mohammed Abu Al-Shamat,MF,sa Saudi Arabia,23-323,1.sa Al-Qadsiah,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
838,Lawrence Shankland,FW,sct Scotland,30-324,1.sct Hearts,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
839,Sharara,FW,jo Jordan,28-182,1.ma Raja Casablanca,1997,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
840,Aimar Sher,MF,iq Iraq,23-192,1.no Sarpsborg 08,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
841,Kento Shiogai,FW,jp Japan,21-096,1.de Wolfsburg,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
842,Mostafa Shobeir,GK,eg Egypt,26-046,1.eg Al Ahly,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
843,Eldor Shomurodov,FW,uz Uzbekistan,31-001,1.tr Ba?ak?ehir,1995,3,3,269,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
844,Otabek Shukurov,MF,uz Uzbekistan,30-008,1.ae Baniyas FC,1996,3,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
845,Nkosinathi Sibisi,DF,za South Africa,30-281,1.za Orlando Pirates,1995,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
846,Kwasi Sibo,MF,gh Ghana,28-006,1.es Oviedo,1998,3,2,187,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
847,Niko Sigur,"DF,MF",ca Canada,22-294,1.hr Hajduk Split,2003,2,0,40,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
848,Bernardo Silva,MF,pt Portugal,31-324,1.eng Manchester City,1994,2,1,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
849,Éderson Silva,MF,br Brazil,26-358,1.it Atalanta,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
850,Giuliano Simeone,FW,ar Argentina,23-194,1.es Atlético Madrid,2002,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
851,Dominique Simon,MF,ht Haiti,25-336,1.sk 1. FC Tatran Prešov B,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
852,Unai Simón,GK,es Spain,29-019,1.es Athletic Club,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
853,Sarpreet Singh,MF,nz New Zealand,27-130,1.au Wellington,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
854,Wilfried Singo,DF,ci Côte d'Ivoire,25-187,1.tr Galatasaray,2000,2,2,171,1.9,0,1,1,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
855,Sphephelo Sithole,MF,za South Africa,27-119,1.pt Tondela,1999,3,3,229,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
856,Ellyes Skhiri,"MF,DF",tn Tunisia,31-051,1.de Frankfurt,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
857,Alexandr Sojka,"MF,DF",cz Czechia,23-089,1.cz Viktoria Plze?,2003,3,2,141,1.6,0,1,1,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
858,Ramón Sosa,"FW,MF",py Paraguay,26-303,1.br Palmeiras,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
859,Tomáš Sou?ek,MF,cz Czechia,31-123,1.eng West Ham,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
860,Harry Souttar,DF,au Australia,27-251,2.eng Leicester City,1998,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
861,Djibril Sow,MF,ch Switzerland,29-144,1.es Sevilla,1997,2,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
862,Ça?lar Söyüncü,DF,tr Türkiye,30-038,1.tr Fenerbahçe,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
863,Djed Spence,DF,eng England,25-325,1.eng Tottenham,2000,3,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
864,Marko Stamenic,MF,nz New Zealand,24-131,2.eng Swansea City,2002,3,3,269,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
865,Josip Staniši?,"DF,MF",hr Croatia,26-089,1.de Bayern Munich,2000,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
866,Carl Starfelt,DF,se Sweden,31-029,1.es Celta Vigo,1995,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
867,Ross Stewart,FW,sct Scotland,29-354,2.eng Southampton,1996,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
868,Angelo Stiller,MF,de Germany,25-087,1.de Stuttgart,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
869,John Stones,DF,eng England,32-033,1.eng Manchester City,1994,1,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
870,Jørgen Strand Larsen,FW,no Norway,26-144,1.eng Crystal Palace,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
871,Elliot Stroud,MF,se Sweden,24-008,1.se Mjällby,2002,3,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
872,Luis Suárez,FW,co Colombia,28-210,1.pt Sporting CP,1997,3,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
873,Luka Su?i?,"FW,MF",hr Croatia,23-295,1.es Real Sociedad,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
874,Petar Su?i?,"MF,FW",hr Croatia,22-248,1.it Inter,2003,3,2,199,2.2,1,1,2,1,0,0,1,0,0.45,0.45,0.9,0.45,0.9,Matches
875,Yukinari Sugawara,MF,jp Japan,26-002,1.de Werder Bremen,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
876,Rebin Sulaka,DF,iq Iraq,34-079,1.th Port FC,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
877,Pavel Šulc,FW,cz Czechia,25-183,1.fr Lyon,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
878,Kamaldeen Sulemana,"MF,FW",gh Ghana,24-135,1.us Atlanta Utd,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
879,Crysencio Summerville,FW,nl Netherlands,24-243,1.eng West Ham,2001,4,2,253,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.42,0.71,1.42,Matches
880,Ivan Šunji?,MF,ba Bosnia–Herz,29-264,1.cy Pafos FC,1996,3,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
881,Finn Surman,DF,nz New Zealand,22-280,1.us Portland Timbers,2003,3,3,270,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
882,Josip Šutalo,DF,hr Croatia,26-122,1.nl Ajax,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
883,Junnosuke Suzuki,DF,jp Japan,22-353,1.dk FC Copenhagen,2003,2,0,43,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
884,Yuito Suzuki,"FW,MF",jp Japan,24-248,1.de Freiburg,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
885,Zion Suzuki,GK,jp Japan,23-313,1.it Parma,2002,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
886,Mattias Svanberg,MF,se Sweden,27-176,1.de Wolfsburg,1999,1,0,7,0.1,1,0,1,1,0,0,0,0,12.86,0,12.86,12.86,12.86,Matches
887,Daniel Svensson,"DF,MF",se Sweden,24-138,1.de Dortmund,2002,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
888,Alexander Sørloth,FW,no Norway,30-207,1.es Atlético Madrid,1995,2,2,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
889,Musa Al-Taamari,FW,jo Jordan,29-020,1.fr Rennes,1997,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches
890,Lee Tae-seok,MF,kr Korea Republic,23-337,1.at Austria Wien,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
891,Nicolás Tagliafico,DF,ar Argentina,33-303,1.fr Lyon,1992,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
892,Jonathan Tah,DF,de Germany,30-139,1.de Bayern Munich,1996,4,4,372,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
893,Benjamin Tahirovic,MF,ba Bosnia–Herz,23-119,1.dk Brøndby,2003,3,2,197,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
894,Zaid Tahseen,DF,iq Iraq,25-152,1.uz Pakhtakor Tashkent FK,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
895,Chemsdine Talbi,MF,ma Morocco,21-052,1.eng Sunderland,2005,3,0,67,0.7,0,1,1,0,0,0,0,0,0,1.34,1.34,0,1.34,Matches
896,Montassar Talbi,DF,tn Tunisia,28-035,1.fr Lorient,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
897,Hassan Al Tambakti,DF,sa Saudi Arabia,27-141,1.sa Al-Hilal,1999,3,3,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
898,Ao Tanaka,MF,jp Japan,27-293,1.eng Leeds United,1998,3,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
899,Shogo Taniguchi,DF,jp Japan,34-350,1.be Sint-Truiden,1991,3,2,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
900,Mehdi Taremi,FW,ir IR Iran,33-347,1.gr Olympiacos,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
901,Aurélien Tchouaméni,MF,fr France,26-154,1.es Real Madrid,2000,2,2,180,2,0,1,1,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches
902,Arthur Theate,DF,be Belgium,26-036,1.de Frankfurt,2000,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
903,Igor Thiago,FW,br Brazil,25-004,1.eng Brentford,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
904,Malick Thiaw,"DF,MF",de Germany,24-326,1.eng Newcastle,2001,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
905,Ryan Thomas,MF,nz New Zealand,31-192,1.nl Zwolle,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
906,Brandon Thomas-Asante,"FW,MF",gh Ghana,27-183,2.eng Coventry City,1998,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
907,Morten Thorsby,MF,no Norway,30-056,1.it Cremonese,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
908,Kristian Thorstvedt,MF,no Norway,27-109,1.it Sassuolo,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
909,Marcus Thuram,"FW,MF",fr France,28-328,1.it Inter,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
910,Youri Tielemans,MF,be Belgium,29-054,1.eng Aston Villa,1997,3,3,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
911,Kieran Tierney,MF,sct Scotland,29-025,1.sct Celtic,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
912,Guus Til,"FW,MF",nl Netherlands,28-190,1.nl PSV,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
913,Malik Tillman,MF,us United States,24-033,1.de Leverkusen,2002,3,2,176,2,0,1,1,0,0,0,0,0,0,0.51,0.51,0,0.51,Matches
914,Quinten Timber,MF,nl Netherlands,25-013,1.fr Marseille,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
915,Takehiro Tomiyasu,DF,jp Japan,27-237,1.nl Ajax,1998,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
916,Mehdi Torabi,MF,ir IR Iran,31-293,1.ir Tractor,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
917,Félix Torres Caicedo,DF,ec Ecuador,29-170,1.br Internacional,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
918,Ferrán Torres,FW,es Spain,26-121,1.es Barcelona,2000,3,1,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
919,Sebastian Tounekti,FW,tn Tunisia,23-352,1.sct Celtic,2002,3,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
920,Bazoumana Touré,MF,ci Côte d'Ivoire,20-120,1.de Hoffenheim,2006,2,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
921,Mo Touré,FW,au Australia,22-096,2.eng Norwich City,2004,2,2,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
922,Trézéguet,MF,eg Egypt,31-272,1.eg Al Ahly,1994,2,1,105,1.2,1,1,2,1,0,0,0,0,0.86,0.86,1.71,0.86,1.71,Matches
923,Francisco Trincão,"FW,MF",pt Portugal,26-183,1.pt Sporting CP,1999,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
924,Leandro Trossard,MF,be Belgium,31-208,1.eng Arsenal,1994,3,3,251,2.8,2,0,2,2,0,0,0,0,0.72,0,0.72,0.72,0.72,Matches
925,Auston Trusty,DF,us United States,27-322,1.sct Celtic,1998,2,1,101,1.1,1,0,1,1,0,0,0,0,0.89,0,0.89,0.89,0.89,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
926,Axel Tuanzebe,DF,cd Congo DR,28-228,1.eng Burnley,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
927,Matt Turner,GK,us United States,32-006,1.us NE Revolution,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
928,Ayase Ueda,FW,jp Japan,27-293,1.nl Feyenoord,1998,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84,Matches
929,Manuel Ugarte,MF,uy Uruguay,25-080,1.eng Manchester Utd,2001,3,3,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
930,Deniz Undav,FW,de Germany,29-346,1.de Stuttgart,1996,4,1,151,1.7,3,2,5,3,0,0,0,0,1.79,1.19,2.98,1.79,2.98,Matches
931,Dayot Upamecano,DF,fr France,27-246,1.de Bayern Munich,1998,3,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
932,Jakhongir Urozov,DF,uz Uzbekistan,22-163,1.uz FK Dinamo Samarqand,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
933,Oston Urunov,MF,uz Uzbekistan,25-193,1.ir Persepolis,2000,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
934,Can Uzun,MF,tr Türkiye,20-231,1.de Frankfurt,2005,2,0,38,0.4,0,1,1,0,0,0,0,0,0,2.37,2.37,0,2.37,Matches
935,Enner Valencia,FW,ec Ecuador,36-238,1.mx Pachuca,1989,3,3,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
936,Yan Valery,DF,tn Tunisia,27-128,1.ch Young Boys,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
937,Federico Valverde,MF,uy Uruguay,27-343,1.es Real Madrid,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
938,Virgil van Dijk,DF,nl Netherlands,34-357,1.eng Liverpool,1991,4,4,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,Matches
939,Hans Vanaken,MF,be Belgium,33-310,1.be Club Brugge,1992,3,1,128,1.4,0,1,1,0,0,0,0,0,0,0.7,0.7,0,0.7,Matches
940,Guillermo Varela,DF,uy Uruguay,33-098,1.br Flamengo,1993,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
941,Hélio Varela,FW,cv Cabo Verde,24-058,1.il Maccabi Tel Aviv,2002,2,0,63,0.7,1,0,1,1,0,0,0,0,1.43,0,1.43,1.43,1.43,Matches
942,Camilo Vargas,GK,co Colombia,37-113,1.mx Atlas,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
943,Obed Vargas,MF,mx Mexico,20-329,1.es Atlético Madrid,2005,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
944,Ruben Vargas,MF,ch Switzerland,27-329,1.es Sevilla,1998,3,2,177,2,2,1,3,2,0,0,0,0,1.02,0.51,1.53,1.02,1.53,Matches
945,Nikola Vasilj,GK,ba Bosnia–Herz,30-210,1.de St Pauli,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
946,Johan Vásquez,DF,mx Mexico,27-251,1.it Genoa,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
947,Alexis Vega,"FW,MF",mx Mexico,28-217,1.mx Toluca,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
948,Renato Veiga,DF,pt Portugal,22-336,1.es Villarreal,2003,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
949,Gustavo Velásquez,DF,py Paraguay,35-074,1.py Cerro Porteño,1991,4,1,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
950,Nishan Velupillay,MF,au Australia,25-054,1.au Melb. Victory,2001,2,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
951,Micky van de Ven,"DF,MF",nl Netherlands,25-072,1.eng Tottenham,2001,3,3,265,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
952,Bart Verbruggen,GK,nl Netherlands,23-316,1.eng Brighton,2002,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
953,Matías Viña,DF,uy Uruguay,28-233,1.br Flamengo,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
954,Federico Viñas,FW,uy Uruguay,28-000,1.es Oviedo,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
955,Denis Višinský,FW,cz Czechia,23-101,1.cz Viktoria Plze?,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
956,Pedro Vite,MF,ec Ecuador,24-113,1.mx UNAM,2002,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
957,Vitinha,MF,pt Portugal,26-137,1.fr PSG,2000,3,3,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
958,Nikola Vlaši?,MF,hr Croatia,28-269,1.it Torino,1997,2,1,100,1.1,1,0,1,1,0,0,0,0,0.9,0,0.9,0.9,0.9,Matches
959,Cristian Volpato,MF,au Australia,22-227,1.it Sassuolo,2003,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
960,Vozinha,GK,cv Cabo Verde,40-027,2.pt Chaves,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
961,Francis de Vries,DF,nz New Zealand,31-214,1.au Auckland FC,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
962,Luka Vuškovi?,DF,hr Croatia,19-126,1.de Hamburger SV,2007,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
963,Elye Wahi,FW,ci Côte d'Ivoire,23-179,1.fr Nice,2003,2,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
964,Aaron Wan-Bissaka,DF,cd Congo DR,28-216,1.eng West Ham,1997,3,3,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
965,Paul Wanner,MF,at Austria,20-189,1.nl PSV,2005,3,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
966,Tsuyoshi Watanabe,DF,jp Japan,29-145,1.nl Feyenoord,1997,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
